Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 46
"Timor-Leste, Dem. Rep. of",537,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0702414289116859,0.0719060897827148,0.0780546963214874,0.0883599817752838,0.0891236141324043,0.0832816138863564,0.080524206161499,0.0785940811038017,0.0783181190490723,0.083959124982357,0.0935366228222847,0.0981282815337181,0.10062712430954,0.0915466025471687,0.0898923128843308,0.0983690991997719,0.0999018177390099,0.0960050225257874,0.101896926760674,
"Korea, Rep. of",542,Financial Development Index,FD_FD_IX,Value,0.423460870981216,0.496163964271545,0.456864714622498,0.433887958526611,0.459117203950882,0.460121512413025,0.519206047058105,0.52779883146286,0.552549958229065,0.568274199962616,0.520521759986877,0.541549861431122,0.560259222984314,0.59267383813858,0.59975391626358,0.580530822277069,0.591815531253815,0.597234427928925,0.620382308959961,0.665704667568207,0.742096960544586,0.784176349639893,0.795952141284943,0.775826096534729,0.790543735027313,0.791682362556458,0.804890930652618,0.815184414386749,0.782813668251038,0.82399183511734,0.812881350517273,0.82791268825531,0.849441707134247,0.847356975078583,0.837502479553223,0.837556004524231,0.842306852340698,0.832026839256287,0.808912873268127,0.827732920646667,0.831571400165558,
Jordan,439,Financial Development Index,FD_FD_IX,Value,0.464357554912567,0.470367014408112,0.488710522651672,0.512067496776581,0.531289577484131,0.537417650222778,0.522418916225433,0.529528558254242,0.543836176395416,0.554553270339966,0.532631933689117,0.526143133640289,0.512272953987122,0.514711439609528,0.503913640975952,0.504413723945618,0.499848991632462,0.526913821697235,0.508383512496948,0.507302284240723,0.520736694335938,0.527582883834839,0.521942973136902,0.511006891727448,0.520550131797791,0.538275420665741,0.499326765537262,0.509245455265045,0.578232526779175,0.497625082731247,0.452656716108322,0.411971122026443,0.395345091819763,0.386090070009232,0.36842206120491,0.367435246706009,0.364127039909363,0.364519774913788,0.373162597417831,0.358176529407501,0.348644196987152,
Kuwait,443,Financial Development Index,FD_FD_IX,Value,0.161366507411003,0.179437160491943,0.195416837930679,0.1941007822752,0.227927193045616,0.208011269569397,0.205820664763451,0.230678856372833,0.264977067708969,0.267582207918167,0.269757330417633,0.268588215112686,0.28771510720253,0.277800381183624,0.264093935489655,0.34322452545166,0.444044023752213,0.471982359886169,0.392579317092896,0.373589903116226,0.360921144485474,0.281825065612793,0.280396699905396,0.290582269430161,0.444660544395447,0.477562934160233,0.450201421976089,0.461146920919418,0.42080894112587,0.442176103591919,0.452086389064789,0.431892812252045,0.424213200807571,0.426711052656174,0.449710249900818,0.465534418821335,0.497424632310867,0.505292117595673,0.496195048093796,0.352641105651855,0.371625363826752,
Oman,449,Financial Development Index,FD_FD_IX,Value,0.190794080495834,0.186775326728821,0.198847711086273,0.226325958967209,0.241215452551842,0.257625848054886,0.247197926044464,0.237534210085869,0.23234435915947,0.250832408666611,0.249493077397347,0.254567533731461,0.232920333743095,0.231880351901054,0.257114231586456,0.259384214878082,0.291999399662018,0.406847596168518,0.411054015159607,0.322328805923462,0.307779401540756,0.303372025489807,0.32432034611702,0.337854653596878,0.35576993227005,0.381372928619385,0.373638182878494,0.42382425069809,0.424541294574738,0.417156130075455,0.36160334944725,0.336078613996506,0.322576999664307,0.346464812755585,0.339304804801941,0.351570010185242,0.377972424030304,0.40113639831543,0.397056847810745,0.377030968666077,0.369542568922043,
Qatar,453,Financial Development Index,FD_FD_IX,Value,0.344668418169022,0.350366234779358,0.368985205888748,0.383862406015396,0.373742371797562,0.389748901128769,0.417561769485474,0.418373256921768,0.414653539657593,0.419315934181213,0.40335687994957,0.430038571357727,0.459772408008575,0.47317036986351,0.396507501602173,0.437716901302338,0.516934275627136,0.512608647346497,0.536083877086639,0.529603838920593,0.542403519153595,0.549255788326263,0.545851469039917,0.548583567142487,0.512323200702667,0.528338134288788,0.553845167160034,0.496623665094376,0.525471210479736,0.545479118824005,0.570642709732056,0.511242806911469,0.562435567378998,0.418751001358032,0.476887106895447,0.462570488452911,0.514614701271057,0.488434225320816,0.470638632774353,0.461479425430298,0.533765614032745,
Syrian Arab Rep.,463,Financial Development Index,FD_FD_IX,Value,0.0867761373519897,0.0854549333453178,0.0884619355201721,0.0918816477060318,0.0931648388504982,0.092031441628933,0.0906927511096001,0.0892892256379128,0.0878914520144463,0.0906295478343964,0.0900774225592613,0.0954269394278526,0.0977998375892639,0.0954003110527992,0.0933544486761093,0.0931514129042625,0.092903345823288,0.101221449673176,0.0911222770810127,0.108996421098709,0.106982246041298,0.0934891179203987,0.0933577343821526,0.0952437520027161,0.0962056368589401,0.0668426752090454,0.0887036994099617,0.109667748212814,0.0897620618343353,0.108201824128628,0.100542768836021,0.0994614437222481,0.0886210948228836,0.0991402417421341,0.114448599517345,0.119379311800003,0.116989254951477,0.0953147113323212,0.0936060473322868,0.0976809933781624,0.111098036170006,
United Arab Emirates,466,Financial Development Index,FD_FD_IX,Value,0.131399586796761,0.126577153801918,0.137169361114502,0.150209411978722,0.152408570051193,0.156262546777725,0.184419050812721,0.181228920817375,0.189917623996735,0.19388484954834,0.181376919150352,0.194632425904274,0.191934853792191,0.217936888337135,0.217506095767021,0.228877544403076,0.229988992214203,0.239715069532394,0.261517941951752,0.267418712377548,0.262138068675995,0.264766484498978,0.273046106100082,0.283382624387741,0.339820176362991,0.385215789079666,0.419255077838898,0.481624722480774,0.522502660751343,0.531967043876648,0.437911510467529,0.407162368297577,0.420248568058014,0.474082976579666,0.571985960006714,0.489674061536789,0.464856177568436,0.501843631267548,0.485398650169373,0.48559245467186,0.46204873919487,
Cambodia,522,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417656786739826,0.0491868443787098,0.050498228520155,0.0564015060663223,0.057907085865736,0.0528641864657402,0.052827712148428,0.0539263486862183,0.0260241888463497,0.0683492347598076,0.0722498968243599,0.071842685341835,0.068065270781517,0.0819490328431129,0.0930341184139252,0.0947991535067558,0.0893449410796165,0.100539401173592,0.107061393558979,0.116088688373566,0.124138422310352,0.133794054389,0.141851872205734,0.150128826498985,0.156097307801247,0.162687912583351,0.179754748940468,0.189819723367691,
Ireland,178,Financial Development Index,FD_FD_IX,Value,0.37999615073204,0.404461622238159,0.430945724248886,0.477307856082916,0.483770251274109,0.535380244255066,0.525847017765045,0.513286650180817,0.519392549991608,0.550536692142487,0.528775095939636,0.53406685590744,0.509701371192932,0.582888245582581,0.632155537605286,0.647457361221313,0.677186846733093,0.694496393203735,0.799691259860992,0.816912591457367,0.738167703151703,0.786145925521851,0.678859710693359,0.708504199981689,0.727641224861145,0.739517569541931,0.760817766189575,0.772294759750366,0.775181591510773,0.753434300422668,0.72750848531723,0.657900750637054,0.67326694726944,0.709041178226471,0.693766593933105,0.670834898948669,0.673185586929321,0.691942155361176,0.671306490898132,0.659650146961212,0.637842893600464,
Malta,181,Financial Development Index,FD_FD_IX,Value,0.124029606580734,0.134014502167702,0.15643310546875,0.195470720529556,0.220074966549873,0.243298262357712,0.257699221372604,0.272703468799591,0.282378315925598,0.304309546947479,0.340742290019989,0.359667062759399,0.377382874488831,0.395564705133438,0.403705596923828,0.413632571697235,0.450501352548599,0.469904512166977,0.486289501190186,0.499991148710251,0.501267433166504,0.482473909854889,0.476266980171204,0.470936834812164,0.493481904268265,0.515874087810516,0.518863558769226,0.522453188896179,0.491821765899658,0.505369901657104,0.506621658802032,0.50619375705719,0.528741657733917,0.539448618888855,0.529512882232666,0.541124224662781,0.514340937137604,0.559635758399963,0.532861471176147,0.530291020870209,0.533605933189392,
Portugal,182,Financial Development Index,FD_FD_IX,Value,0.437980860471725,0.41720387339592,0.425383388996124,0.444062054157257,0.443846940994263,0.416062653064728,0.415924608707428,0.452856868505478,0.426247209310532,0.439131826162338,0.43382203578949,0.426876723766327,0.417996555566788,0.443993538618088,0.56371021270752,0.496786385774612,0.516474902629852,0.622676968574524,0.699658513069153,0.640397846698761,0.697629630565643,0.648095965385437,0.645259559154511,0.647440195083618,0.674288630485535,0.693930685520172,0.73262882232666,0.804460227489471,0.73880535364151,0.703576624393463,0.720279037952423,0.670131027698517,0.644763290882111,0.68327784538269,0.739830613136292,0.685945153236389,0.716693162918091,0.700190663337708,0.679881930351257,0.654914319515228,0.652699649333954,
India,534,Financial Development Index,FD_FD_IX,Value,0.105699680745602,0.113129258155823,0.123291112482548,0.122997619211674,0.14010351896286,0.160841479897499,0.185271725058556,0.218700811266899,0.229835599660873,0.262944161891937,0.276674807071686,0.327710717916489,0.288538753986359,0.318685442209244,0.342047303915024,0.366591781377792,0.393169313669205,0.411515325307846,0.409385859966278,0.412551403045654,0.417243599891663,0.406495660543442,0.410775870084763,0.41902619600296,0.431249976158142,0.43957856297493,0.4556944668293,0.433558732271194,0.465568155050278,0.492417424917221,0.461190015077591,0.428256422281265,0.40566623210907,0.402916997671127,0.419754147529602,0.422370940446854,0.420636475086212,0.436211973428726,0.451867073774338,0.446191728115082,0.515822291374207,
Lao People's Dem. Rep.,544,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103365942835808,0.103440053761005,0.103902734816074,0.0982169359922409,0.0975331813097,0.099493220448494,0.100828468799591,0.105615563690662,0.106891021132469,0.111068867146969,0.100405715405941,0.0999251902103424,0.100751645863056,0.070382259786129,0.0979077070951462,0.0899975895881653,0.119888290762901,0.151595160365105,0.149117767810822,0.128828704357147,0.141883492469788,0.150553315877914,0.147802948951721,0.156168967485428,0.160763561725616,0.131624758243561,0.142328813672066,0.139227256178856,0.139888286590576,0.171986415982246,0.172433748841286,0.168248996138573,
"Yemen, Rep. of",474,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0953344404697418,0.0939590036869049,0.0911873057484627,0.103726610541344,0.101435743272305,0.104503497481346,0.104346752166748,0.0991904512047768,0.0925451219081879,0.0933310315012932,0.0928290411829948,0.0907856076955795,0.0899873897433281,0.0935030579566956,0.0917370691895485,0.0889342874288559,0.097848653793335,0.104508474469185,0.104422815144062,0.111029796302319,0.118877440690994,0.11531550437212,0.114625535905361,0.111076794564724,0.111353114247322,0.105654917657375,0.0954599902033806,0.0948982834815979,0.106045082211494,0.0992001071572304,0.118306212127209,0.113420814275742,0.117655575275421,
Botswana,616,Financial Development Index,FD_FD_IX,Value,0.177989691495895,0.204417511820793,0.177782535552979,0.183648616075516,0.161810413002968,0.113680750131607,0.11933571100235,0.109744042158127,0.0903841629624367,0.12595771253109,0.161267772316933,0.17931766808033,0.19700063765049,0.22097435593605,0.228133097290993,0.216188877820969,0.213368356227875,0.25010073184967,0.276442319154739,0.269287407398224,0.27335399389267,0.285403192043304,0.286081433296204,0.292991697788239,0.304675847291946,0.318301230669022,0.312741279602051,0.328538328409195,0.341846287250519,0.353002697229385,0.354189902544022,0.342298686504364,0.345945864915848,0.34116542339325,0.331935822963715,0.340079128742218,0.333697736263275,0.331641227006912,0.344000428915024,0.351149678230286,0.355005860328674,
"Armenia, Rep. of",911,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744482651352882,0.0933446064591408,0.0917517691850662,0.0934220924973488,0.0896601527929306,0.0934933498501778,0.100135669112206,0.100732691586018,0.106710076332092,0.125607863068581,0.110067807137966,0.110197938978672,0.104116283357143,0.120571091771126,0.129740014672279,0.145731240510941,0.159477680921555,0.171254992485046,0.189304083585739,0.203904986381531,0.210247129201889,0.219408124685287,0.225814670324326,0.230012491345406,0.235705092549324,0.242175668478012,0.250427454710007,0.256102979183197,
"Belarus, Rep. of",913,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11286773532629,0.0882828086614609,0.0347557887434959,0.0265658069401979,0.0501199960708618,0.074154295027256,0.0428319722414017,0.0608874782919884,0.0684889107942581,0.0751884132623672,0.0922302380204201,0.0962368026375771,0.129818007349968,0.117152146995068,0.17280001938343,0.18537525832653,0.196745544672012,0.185939639806747,0.116674095392227,0.155101358890533,0.156069576740265,0.164097607135773,0.160274535417557,0.166721522808075,0.156129002571106,0.153198853135109,0.159655898809433,0.154678374528885,
Albania,914,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138506889343262,0.134801387786865,0.115431427955627,0.110505357384682,0.0916749536991119,0.107015565037727,0.0947798192501068,0.101067364215851,0.0981911644339561,0.107187785208225,0.110660664737225,0.108859710395336,0.111675724387169,0.129210323095322,0.138368561863899,0.161017745733261,0.192763805389404,0.192938983440399,0.197473436594009,0.198838144540787,0.199363604187965,0.199089884757996,0.201002717018127,0.194251239299774,0.194119840860367,0.193181782960892,0.185388892889023,0.191376924514771,0.194319844245911,
"Moldova, Rep. of",921,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117650032043457,0.102387711405754,0.0752545893192291,0.12251703441143,0.146079450845718,0.141017943620682,0.155660137534142,0.138007983565331,0.136146858334541,0.144754990935326,0.152206107974052,0.175298526883125,0.188012436032295,0.204905942082405,0.219440415501595,0.23702509701252,0.235983073711395,0.224660858511925,0.224272847175598,0.232826933264732,0.240978568792343,0.253665536642075,0.255027055740356,0.230011776089668,0.223969474434853,0.226209118962288,0.230378717184067,0.228573575615883,0.217850580811501,
Russian Federation,922,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.00011699602328,0.00011699602328,0.0001158889353973,0.0001158889353973,0.0001148751834989,0.0001144318666774,0.372291654348373,0.426189988851547,0.429067134857178,0.420345991849899,0.383918076753616,0.331901550292969,0.346075862646103,0.365207642316818,0.362692385911942,0.432136237621307,0.456273227930069,0.473470479249954,0.469815999269485,0.497341156005859,0.466359376907349,0.495141834020615,0.532551646232605,0.55185729265213,0.538373231887817,0.572581768035889,0.518941164016724,0.560735046863556,0.504574179649353,0.485655575990677,0.479003459215164,0.458534568548203,0.502998530864716,0.463935405015945,0.469095259904861,0.485850542783737,0.530500829219818,
"Tajikistan, Rep. of",923,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720878168940544,0.0658296197652817,0.0842871889472008,0.0941860973834991,0.07925695925951,0.0593751706182957,0.0574925877153873,0.0564732551574707,0.0606119260191917,0.0810546576976776,0.0822408944368362,0.0947166159749031,0.0758258923888206,0.105459041893482,0.108295150101185,0.121771767735481,0.130884975194931,0.131109938025475,0.142221286892891,0.130418732762337,0.129391342401505,0.134407222270966,0.160250693559647,
"China, P.R.: Mainland",924,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.258056819438934,0.258056819438934,0.258056819438934,0.256399303674698,0.265561908483505,0.289405465126038,0.262568145990372,0.251483231782913,0.278295665979385,0.279327660799026,0.280472904443741,0.327982157468796,0.350484818220139,0.348109245300293,0.376676052808762,0.394875198602676,0.394431501626968,0.394062370061874,0.371249943971634,0.349552720785141,0.377193182706833,0.400137066841125,0.425392806529999,0.420155137777328,0.466092556715012,0.513981819152832,0.480359047651291,0.512618243694305,0.516025245189667,0.510900914669037,0.546859622001648,0.555565774440765,0.587711572647095,0.620191216468811,0.634941160678864,0.627208054065704,0.637364983558655,0.628954768180847,0.671804189682007,
Turkmenistan,925,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112806402146816,0.107482977211475,0.0991347283124924,0.121587224304676,0.0952647849917412,0.0996183082461357,0.0870115384459496,0.0953624546527863,0.0853686630725861,0.0889001488685608,0.106879912316799,0.087825633585453,0.092326857149601,0.0924350321292877,0.0937651693820953,0.0971339866518974,0.0975263491272926,0.0984803289175034,0.103384785354137,0.101760476827621,0.102394782006741,0.102434955537319,0.103330560028553,
Ukraine,926,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108799986541271,0.0994275137782097,0.0960207730531693,0.0897582992911339,0.0920771881937981,0.0944984555244446,0.104226417839527,0.1022844389081,0.106351234018803,0.115545205771923,0.110433153808117,0.150958031415939,0.192989975214005,0.179232001304626,0.204014211893082,0.234959647059441,0.241926684975624,0.228953301906586,0.226128205657005,0.210336789488792,0.218099310994148,0.241312354803085,0.230259463191032,0.212650895118713,0.200522944331169,0.195211783051491,0.198255509138107,0.209708422422409,0.194237112998962,
Slovak Rep.,936,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203487232327461,0.200092107057571,0.187081128358841,0.166078180074692,0.161335557699203,0.1884406208992,0.196996599435806,0.225780099630356,0.21546183526516,0.214769065380096,0.198206678032875,0.223807722330093,0.228373825550079,0.235205784440041,0.231975257396698,0.243265360593796,0.258181929588318,0.254266202449799,0.262724131345749,0.275893151760101,0.275476574897766,0.272010922431946,0.285510301589966,0.283831775188446,0.28601861000061,0.29055842757225,0.288671106100082,0.284470766782761,0.283706277608871,0.282725304365158,
Central African Rep.,626,Financial Development Index,FD_FD_IX,Value,0.0911691412329674,0.0849921479821205,0.0878960192203522,0.0868911296129227,0.0841863676905632,0.0791213735938072,0.076019786298275,0.0755141526460648,0.071969248354435,0.0724489018321037,0.071160726249218,0.069284200668335,0.0452942363917828,0.0440454035997391,0.0387469530105591,0.049982912838459,0.0552891865372658,0.0549981072545052,0.0860331058502197,0.0857574045658112,0.0593303442001343,0.0541377477347851,0.053473737090826,0.0532405897974968,0.0690750330686569,0.0682355239987373,0.0586377419531345,0.04183354601264,0.0365103483200073,0.0447820611298084,0.0582832805812359,0.0631739944219589,0.0530687160789967,0.0414593517780304,0.0399088934063911,0.0388958677649498,0.0394101217389107,0.0392224602401257,0.0395662523806095,0.039309099316597,0.039309099316597,
Chad,628,Financial Development Index,FD_FD_IX,Value,0.122334778308868,0.118109062314034,0.109000980854034,0.101724073290825,0.108302988111973,0.125565558671951,0.137944266200066,0.138317987322807,0.13351571559906,0.12925212085247,0.130129247903824,0.130137041211128,0.12914152443409,0.10902538895607,0.0860194638371468,0.0969937965273857,0.0877449363470078,0.0828453153371811,0.090932123363018,0.0858322307467461,0.0771416053175926,0.0777158215641975,0.0752990916371346,0.0791653320193291,0.0644838586449623,0.0731534510850906,0.067270390689373,0.0505919381976128,0.0610780976712704,0.0641908422112465,0.083983488380909,0.0664337202906609,0.0737198144197464,0.0741898939013481,0.0811349004507065,0.0675089657306671,0.078065536916256,0.0796487331390381,0.0883945748209953,0.0815951824188232,0.0820418894290924,
"Comoros, Union of the",632,Financial Development Index,FD_FD_IX,Value,0.0,0.0,0.0218403786420822,0.0270703379064798,0.0359546206891537,0.0344095043838024,0.0382349900901318,0.0420702062547207,0.0502465628087521,0.0456131473183632,0.054321963340044,0.0553025864064693,0.0557836443185806,0.0495185218751431,0.0455320253968239,0.0448904782533646,0.0217549577355385,0.0294787958264351,0.0193004794418812,0.0232391580939293,0.03152746707201,0.0309747066348791,0.0318304188549519,0.0345542132854462,0.0385267101228237,0.0364351160824299,0.0363057591021061,0.0382472202181816,0.038559015840292,0.0375748053193092,0.0380174219608307,0.0451972372829914,0.0448779799044132,0.0458800084888935,0.0463797971606255,0.0469610467553139,0.0480344705283642,0.048043604940176,0.047988411039114,0.0493172332644463,0.0519928000867367,
