Entity,Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cape Verde,CPV,108.5741834,108.3905772,108.5560824,109.0028683,109.5398762,107.3815129,107.472546,109.3836087,111.2367978,112.2249159,96.58969602,107.9277115,118.9389224,120.5027431,117.1655062,118.4098811,105.9405885,96.75704292,88.12547011,95.23687642,98.16357855,92.74769221,96.28437178,95.01475298,99.15712546,95.3090186,93.3512605,103.2579763,91.14968998,92.08263935,100.3065096,96.83270384,107.1675555,84.91906484,89.41411217,90.17329566,94.2982518,102.2239986,99.98470653,88.03729789,94.43833448,99.84906416,100.2770971,95.33910699,101.0462586,104.066089,104.1918617,113.3031665,117.2746734,116.2145286
Cayman Islands,CYM,135.1706101,135.1445142,135.1106887,135.2009628,135.2321971,135.1646828,135.0140339,134.9415633,135.6523324,135.3883683,134.8271159,134.2607907,134.5792103,139.2061783,134.0685458,132.0208558,131.4291632,136.1713088,125.6371754,120.4700161,116.6626297,106.495026,106.4950203,106.4950189,106.4950386,106.4950034,106.4950147,106.4950977,106.4948977,106.4950488,106.4953466,106.4942979,106.4955018,106.4962401,106.4911517,106.4991137,106.4984549,106.4758865,106.5229997,106.4964784,106.4081814,106.6643393,106.4169145,106.1432905,107.4328127,105.6746403,105.3224184,111.3013794,110.9275344,109.1837774
Central African Republic,CAF,73.5008478,67.22269528,58.74788774,65.10492521,71.07293707,61.05031664,51.51347707,59.52930382,57.3060779,57.56550683,66.30232808,58.44319389,56.40225873,60.76526042,58.89567164,56.96226219,49.66026045,49.21258154,45.45361896,49.70754683,45.5751901,46.39774052,45.86523814,42.49166833,51.56473922,53.66279569,50.08914297,59.44223093,54.28054993,45.94927253,48.55429696,42.22462451,38.39122724,38.61717017,35.31546077,36.83941439,38.78859872,39.7452558,36.697944,31.49424422,34.43049397,34.47561953,33.05944859,38.39932731,53.09511756,53.14513824,50.5306244,57.14354571,65.86366342,66.13511559
Chad,TCD,42.19559749,40.82366791,42.44875622,47.80006488,48.73439349,41.01720062,44.95363042,43.72665462,44.39031039,52.41622967,29.8165749,29.8165749,30.31353291,51.97198737,52.6836896,52.21959661,50.68976478,53.63363484,50.302799,48.82141311,49.91878079,47.31028128,47.98724689,51.50534482,51.1322478,54.39349728,50.35631009,52.49205496,51.3406224,52.98178103,57.04225283,64.32190804,120.2040738,101.4724162,95.58063111,88.86319069,90.8910825,86.31292551,78.72860109,72.85068077,74.66531701,72.51196956,67.75744334,61.44224891,45.28722741,52.37675967,52.13394849,50.38425532,56.16626124,58.8524597
Chile,CHL,27.80303428,22.18990498,22.4775011,28.00931585,37.70743053,49.69696953,43.13804118,40.43404335,41.81410439,46.39124708,46.76693321,40.02313194,39.30194468,43.31443589,44.38533809,48.5222164,49.66370378,51.95232833,56.06163564,60.50086839,59.43668712,55.72942508,53.97937458,51.69141784,51.59610108,53.39195838,53.51649587,53.55756236,53.15257771,54.18053704,58.37083788,61.94074079,62.49277809,66.55421649,69.78962816,71.61676652,73.09866876,76.40741826,80.78978066,66.33717332,69.06347487,72.20571942,68.27202624,64.97347661,65.27258784,58.9722753,55.68804149,55.65566555,57.35164666,56.76178882
China,CHN,5.746164596,5.912852385,6.906887659,9.423870128,11.82523472,11.02605017,10.30178079,9.784206613,11.00959898,12.61259278,14.20384636,17.11781011,16.22362652,15.37483874,17.80487105,22.78082121,22.08723673,23.3608928,25.79158478,21.40604883,25.32855729,27.43675009,29.50293523,28.32676773,38.92932546,36.6777172,35.99089828,38.64972612,36.0544031,37.59496417,43.76645458,42.61088502,47.15304313,56.2696652,59.50550976,62.1881556,64.46593784,62.10821412,57.47184259,44.67495367,48.99737163,50.74090227,48.26751829,46.74437807,44.90521598,39.46416984,36.89441423,37.63241466,37.45685188,36.0216269
Colombia,COL,23.87710788,24.36214124,22.35269853,23.05861575,25.87695742,25.18251424,25.69199984,24.90271651,25.25561052,24.07067585,26.56586046,23.40383549,22.50522829,20.45111517,20.64441639,21.90111191,25.83132852,25.43591281,25.56780308,26.30308655,28.91379946,28.71890713,28.38619622,31.05857768,30.85042541,30.54571893,30.93026727,30.5796455,30.84057508,30.41623805,34.26842727,35.65505904,34.70168562,38.40532702,37.67868692,37.42269749,39.64135596,37.0988971,39.16764942,35.15612851,34.26460317,39.47042355,38.83515102,37.9866488,37.48746564,38.36076412,36.20265298,35.28291494,36.56188922,38.09475797
Comoros,COM,65.46517105,65.45647277,65.42197662,65.51706374,65.43037795,65.31848814,65.80232515,65.17032054,64.98281874,67.25383617,63.27430671,64.42031334,74.06688846,79.17714392,67.29194508,71.93479215,62.61627885,62.21183995,65.14113012,58.65148988,52.54223263,58.21875835,59.89067216,57.68129036,67.32132901,64.32945235,59.70498915,61.17031309,46.56917363,47.12013658,49.27156897,44.44192275,40.9934931,29.51707167,28.31547988,24.82855602,25.80681558,33.15617921,36.21852635,37.89692233,39.5501058,40.00094858,40.81044241,39.24333042,39.23582657,37.80495207,37.13287972,40.16435892,43.09452132,42.07563668
Congo,COG,125.2810237,143.1670468,133.8512925,133.4708947,151.6625365,147.2953504,150.3256837,165.3347081,152.286161,156.8325264,171.9604391,195.6468163,211.5576711,175.914964,165.5257695,159.6773113,162.2996076,129.7841281,132.8130684,127.2501736,90.04653326,78.57412584,91.12445246,91.6275889,142.5301755,131.0089845,122.0502918,146.1289779,157.230361,134.0374659,127.1042746,131.983599,128.5419672,127.252363,124.569177,125.4695261,125.600763,148.5866254,133.1084867,138.248894,119.1446924,118.4638504,97.44443515,93.00298034,104.9938399,124.057802,131.6437229,114.0815235,122.8203997,118.5886295
Cook Islands,COK,174.0926868,154.4126691,150.5123871,152.0575505,152.6237966,167.6116884,171.7159735,171.2797974,169.2473988,190.023896,181.9134665,192.0852987,167.9584789,175.4315314,172.0205458,167.6713177,173.4820525,195.6086923,140.9796926,122.9631897,150.1963116,137.7450932,106.0383105,106.8913626,90.9129559,98.11918906,95.80792055,110.1321159,103.8828774,123.1086816,144.7984331,135.3944377,121.3626835,121.4910681,114.2074775,122.9191701,134.1518532,138.9299654,164.9371231,127.9688781,137.4839286,138.6822068,139.3081481,156.5282046,147.7183206,140.1361917,147.499501,147.8423853,145.1593592,146.8337484
Costa Rica,CRI,57.98063401,59.54022395,62.04112757,62.81404441,75.80509049,63.79740158,59.24869102,62.34881701,59.70239942,59.73282092,58.97766834,84.7160309,80.45868025,67.30780984,63.12508412,58.46964251,57.08347392,62.46551817,64.6019417,68.16609419,70.00440799,71.71148752,76.41254285,79.73147673,78.40226494,80.22558722,84.49225549,88.04966244,92.48985486,87.90394081,86.89600982,81.17188888,80.77460617,83.6947771,85.63212066,89.6358585,90.26285233,86.91153368,86.93442959,70.17782049,68.21857605,69.45106888,68.14453677,65.61837454,67.04554822,62.5182964,63.9275352,65.81441211,66.69467675,66.15413779
Cote d'Ivoire,CIV,71.12196345,70.86591613,72.01787906,78.11562821,88.17582745,76.83564098,81.25843278,82.26335296,77.1051504,75.8954494,79.69343491,80.71834655,79.05112477,72.67318594,77.10577373,79.17251499,69.67872119,63.05043375,58.38244925,55.64657695,53.36627548,51.8598217,55.63579278,52.5649145,70.10398614,69.15027963,74.74869601,78.20804764,76.19239564,70.5327127,73.59631821,73.55038283,79.86218437,75.26696792,84.60579727,93.92263771,95.06972995,89.4453925,87.27485334,90.77922973,89.20412204,81.23797368,80.18384937,65.10119608,56.80968812,52.71578279,47.51560255,48.54077832,46.06790392,46.4007697
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,90.6647953,113.862276,81.87019798,76.26191283,66.03328228,63.42118855,67.89645684,75.44267175,65.67327853,66.92895447,75.02792707,79.68085191,81.93338771,82.24281634,82.40348379,82.24281262,84.3708604,84.06759972,83.03760385,70.94222305,74.03769751,79.73026472,80.75312498,83.02314176,86.98162147,92.53984892,94.1491116,99.43810503,101.8452591,102.8498291
Cuba,CUB,76.80653765,76.80865109,76.80949721,76.80180287,76.78569362,76.82704337,76.81921841,76.81372781,76.76333115,76.70514737,77.03379214,76.78009356,76.78627483,76.51134782,76.41422851,78.67701597,75.51160062,76.81718122,75.13671278,75.92863197,71.1144934,50.99611647,35.14686741,28.91583027,27.77589682,29.30841741,32.62541472,32.75680577,32.5041672,31.86861226,31.07558121,29.36245159,24.72931335,26.58720763,31.31108749,39.36229587,37.187516,37.96767445,44.91722075,32.91398196,40.2919413,46.96042905,45.86620363,44.32350806,39.27420155,31.61373991,27.26934442,26.21759197,27.06777441,26.85157027
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.9114598,144.5555123,146.0491231,166.7395414,144.7023409,144.5322619,167.3312096,175.635949,157.7588298,157.5701116,140.0392001,131.4284742,133.4831284,150.0855727,133.4027694
Cyprus,CYP,117.3915243,114.5650658,116.6902279,128.1084298,131.5790437,126.3150003,156.0079168,160.2070449,145.7762963,150.3120388,150.1712572,157.6775541,159.8817305,158.7879172,169.1011038,149.5705425,130.3946326,135.7062189,141.4872982,154.7830194,150.8907322,144.7598968,152.9158821,132.2826435,133.1969962,134.390425,140.8484241,139.7640146,134.9091591,131.2086399,137.4950448,131.8484002,123.641492,114.004344,113.9040443,111.9171788,109.80625,111.2748121,112.9255744,102.7908222,109.1009789,110.8175529,112.5375499,121.1403168,131.2789729,138.0279241,139.7993949,146.4043873,145.3453056,142.6429574
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,63.49701616,71.27154109,78.5122732,78.75055297,75.33183406,83.48706326,81.09749598,84.63991306,84.4158277,85.99922858,98.0463389,99.01245616,91.33465032,94.97352886,113.48896,121.2979604,127.0283819,129.7790173,123.7424991,112.7972445,128.0289115,137.8628189,146.5288566,146.422417,157.5749822,155.1756635,150.5862673,150.5326525,148.0033708,142.7561654
Democratic Republic of Congo,COD,86.82559598,80.13468013,77.72126144,81.88347965,97.51308901,73.25153374,83.20296418,86.48809524,48.61439313,45.93362316,72.63569079,77.16266403,62.51939892,75.42315504,133.0345862,133.2181868,120.9904773,54.84318273,53.32096833,50.32844974,58.70836715,39.99999891,33.90024296,20.4309036,42.5167218,52.20853132,60.31625674,33.75000043,62.67930673,41.17766082,27.01389416,25.04257417,29.31689745,54.03085585,49.33634772,52.31477399,47.96453639,80.14545202,83.77154939,62.94532885,90.74766977,85.19827942,68.35159861,77.46579172,78.69010354,59.3326346,51.48467233,75.03496643,71.81345925,67.28727508
Denmark,DNK,57.13460247,55.67463453,53.22114104,57.83975687,64.66158191,59.70056842,61.00734429,60.28273635,57.05290543,60.84787289,65.45571111,70.74481601,70.83856459,69.63290461,70.90858299,72.08726495,64.79733949,61.35294424,63.75532883,67.04493181,67.29019808,69.14651716,67.00190896,65.60498715,67.78057881,68.62264022,68.57422263,71.26614892,71.29911938,72.69719964,82.98395071,83.96858681,84.55693977,80.8817255,82.20778074,89.39976696,97.36669718,100.0678611,104.8282236,89.75503196,94.09997979,101.2457401,103.2409992,103.0501478,102.2639205,104.0482116,100.1688484,102.9793899,106.7091453,109.2924316
Djibouti,DJI,85.64077516,85.80768738,85.23570578,85.87893231,86.30842404,83.51976099,87.80861191,87.59689922,74.85798784,101.8274797,95.5220097,104.3973622,117.2620511,121.0259316,132.0413089,142.6632111,132.5262071,129.0993906,121.3595374,114.2054974,190.6710573,196.3932393,120.7609865,124.1804819,106.0041677,94.99382813,97.16852934,100.0758404,106.3776199,94.87403206,91.9684572,87.98011757,85.36779797,93.64682707,91.293833,97.63946346,105.2987579,107.9162675,108.7207739,139.101834,178.1352484,228.3339256,292.9549476,376.2240897,319.7906254,280.1204469,224.4621191,325.4395073,317.8984867,328.714895
Dominica,DMA,95.1615777,98.50561378,95.16157917,91.8175398,87.13808408,83.50795081,80.96988755,81.05926046,85.05672609,95.7926624,92.99486188,91.34376833,89.15273871,82.39489489,85.60667752,79.61131947,85.63599496,87.28691623,95.81159765,96.7611579,104.0543522,101.2724147,96.0899424,89.44518192,89.28006052,94.1824854,102.7310972,107.0678548,100.4261869,101.702484,98.23628064,84.36013282,83.85447351,80.32019332,82.94904382,89.35627205,87.96408777,91.17261868,96.91539152,84.32639152,89.13322283,90.4307458,84.00079257,87.7248402,117.5393006,107.7877246,101.7823399,102.9653379,107.7662981,104.1713253
Dominican Republic,DOM,64.6866345,65.27037652,66.77637619,71.48268696,87.34345999,87.3883377,72.5408741,68.62056332,64.86446028,73.87841646,74.44634903,71.19378802,52.06973112,50.73542743,121.9255747,99.46700881,86.47017658,105.9599639,124.3312169,104.7161789,86.79910718,81.86007903,79.78393122,77.53923635,77.02849495,73.8979594,72.64249088,74.23323716,75.91130272,76.30275329,79.3003931,70.5105678,68.72328291,84.44950318,81.35142293,61.65355874,63.76648263,61.94723068,61.39205309,50.61228261,55.99993607,58.9896659,58.38867388,56.68175612,55.49642325,52.17107772,51.58597126,50.22508542,52.05596639,51.01114492
Ecuador,ECU,22.45125356,27.27051473,27.95798974,34.53763474,41.4043701,35.40505004,34.01390427,34.44221024,33.29582882,36.07958177,35.02500959,29.91527369,32.41294559,30.87601734,33.05830053,35.7173094,33.11060448,37.73072285,42.66230148,45.11298119,44.59491229,45.19663998,44.80654365,43.17121842,43.7777475,45.91127073,44.21570268,45.01718632,43.39510795,49.2012508,59.4646993,50.74505716,49.37654964,47.24162924,50.66524037,56.0998297,59.70971388,62.58713843,68.05694738,52.10484902,60.30323871,64.49023889,61.75111241,59.60615606,57.70816899,45.24387715,38.52134034,42.42172139,46.36213095,46.7399136
Egypt,EGY,32.93552185,31.1811633,30.12722362,32.36757389,31.90299916,51.67158199,54.32851752,45.08546371,52.95557802,53.74712644,69.53973767,73.86728089,68.15270875,61.9114607,58.16376477,51.95581618,41.32599716,35.06699265,52.99873996,53.74845895,57.81048768,64.24877523,66.69138703,55.92783505,50.62857143,50.24509804,41.67448594,42.50821917,41.9860219,38.57452481,43.77533847,44.42315227,42.4205934,44.5801212,57.04924131,64.15982626,67.32883764,65.06970243,71.67786134,56.55268106,47.9335215,45.2543447,40.71260513,40.3707125,36.92187793,34.85093534,30.24654905,44.78674352,48.27827106,43.26512974
El Salvador,SLV,49.23074694,51.08447972,57.02456518,62.72279347,72.97746432,71.01881322,72.11849432,75.38360889,69.56354232,73.86439233,67.17240015,60.0598332,51.07583351,54.20933471,50.12571135,52.0317151,53.53001338,44.94036579,37.96925103,36.8057687,49.61562778,47.7534314,48.67524534,53.5272908,55.14864926,59.36075482,55.28185695,63.55709229,60.87229056,60.99048972,68.71008886,65.89073915,65.91909124,68.23698308,69.78226398,69.71577671,73.45560555,77.62105214,80.66599079,66.07120615,73.53727796,79.27662939,77.64856066,80.45118699,78.10442341,76.56029045,72.81909147,74.30465119,77.17510166,77.17891368
Equatorial Guinea,GNQ,80.79126465,95.95948403,79.16864834,91.88949248,101.1819286,93.79352963,99.48808168,99.68477423,102.7371983,87.81420548,120.79333,157.2469045,134.8563866,12.97516472,13.1992415,57.8296162,80.47036689,102.9906922,100.5239889,77.00918213,77.23278875,89.54747667,74.001121,79.48483817,86.27648487,135.029089,184.3276903,169.6858199,208.1732002,176.3420526,154.8811322,153.2689036,161.0673143,130.2587918,126.2896689,116.8320806,118.5328442,134.0837116,128.6880195,122.2120599,144.6682416,114.3776206,116.675561,106.8935012,104.3787511,98.87805917,92.60073685,102.4282583,104.5146017,107.4013444
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,80.60596197,86.7671172,56.2690534,98.78171528,105.2505829,98.80248259,108.0423164,103.2414785,87.29210651,74.19950108,67.8813622,72.06271094,76.59016367,74.00782484,65.5709068,61.1060311,58.48409981,44.65636199,45.21630355,40.45349023,38.77962753,55.8158695,52.59219678,41.84952641,55.75806393,58.06880228,41.68368034,57.06499982,61.33484707,60.80828126
Estonia,EST,,,,,,,,,,,,,,,,,,,,,91.82650214,59.6559426,106.6830228,131.416246,147.8612307,139.2466398,133.1401428,151.2482349,157.0642044,143.9879883,126.3292153,126.3638843,123.2432533,122.7318355,129.994415,136.0204293,136.7279445,134.0087713,136.5229207,116.1078345,142.5219106,165.9041281,169.4917665,165.3805901,159.1951879,149.8415737,149.1496975,147.3203925,145.6564895,141.8060266
Eswatini,SWZ,140.8658571,133.96686,132.2976121,145.3511105,146.6765291,138.3713618,143.7373951,145.4752826,149.1306835,163.692296,169.8133289,166.8425215,160.4435113,155.6438699,154.5046201,147.8844556,143.1093416,159.5064107,150.6457158,170.9214615,131.4185979,133.3139728,137.1559001,138.1970569,136.3168993,134.0990622,139.8972363,137.5259846,151.9510495,139.9792543,151.2383063,160.8803811,170.4071822,144.182633,132.6728019,128.6552699,125.0574807,122.7942527,118.5345595,106.0497892,80.76160436,79.66481476,86.79806914,88.35427644,83.79743384,83.79743384,86.0930242,86.91505591,84.27652282,87.25010636
Ethiopia,ETH,18.09831765,17.67878343,18.35820492,19.63673588,21.76931871,23.04553811,21.49443957,22.67828957,24.07861071,23.61797915,27.59314328,25.69723469,25.96966684,25.66216812,24.76246389,19.26554959,21.80690969,19.81256356,18.67735583,21.98888777,15.34394442,13.96779326,11.78991581,19.47604045,25.38434082,29.5639871,29.90011386,30.36798857,33.66301464,35.99353341,36.31443263,36.01201611,39.60239775,41.13998047,46.94755245,51.0866575,50.86700324,45.18531134,42.66299484,39.60669758,47.07742625,48.23277526,45.39806537,41.47185331,40.74066109,39.65615273,34.89896795,31.10363194,31.19936898,28.74204453
Fiji,FJI,99.25592371,106.622691,100.217699,103.0597892,102.7227796,86.07455257,79.46361894,89.9349736,88.88647958,95.22381328,99.6499773,99.29779403,92.10497437,91.87993304,86.14751259,88.54190763,80.6583414,86.90017505,107.0663353,115.2676762,128.5076122,116.9623012,105.9434006,110.7903979,115.0177447,112.1636377,118.3895158,114.6312797,113.9276135,117.1320214,120.8167313,117.5258812,110.152433,116.7686718,114.0590051,117.7377433,118.0505483,110.3915441,130.9978806,108.8706804,121.2266578,124.4707412,125.285741,126.3511586,110.8170612,101.1891672,97.17447929,96.92815183,104.2708568,100.3430665
Finland,FIN,49.66572159,47.67700683,48.02661666,48.74756062,55.48790519,50.58142739,49.49524364,52.59573715,52.74440142,58.25991189,62.9467867,61.59665852,57.57540359,57.41958452,56.5993266,55.30775174,49.98325172,49.47870518,48.15765807,47.8746318,45.841533,43.48841759,50.24179661,58.1649321,62.42823612,64.07370953,65.72201052,68.22132176,66.96714644,66.23987519,74.89482711,70.27684819,69.29946258,68.05580267,70.96020358,76.57920783,81.98349306,82.8574025,86.18433583,70.12330327,75.46440739,78.57958161,79.17050095,77.09388658,74.11272276,71.38254843,70.89850035,75.17538385,78.1078814,80.0412378
France,FRA,31.41895655,32.00895914,32.47042885,34.40597231,42.35576762,36.69173634,39.59987088,40.63596984,39.43834889,41.03362547,43.50266729,45.41094346,45.25238528,45.13982832,47.54182991,47.01638799,40.88799847,40.29273946,41.39221694,44.00178113,42.73605519,42.98368149,41.99161261,39.90512372,41.82623974,43.64612858,44.32923995,48.03349688,49.50676679,49.7609206,55.86124572,54.95936809,53.07202476,50.79783352,51.92500788,53.98070678,56.10342445,56.42075658,57.39708289,50.46245085,54.86779108,58.79057642,59.70205917,59.76405507,60.47879652,61.75169393,61.10014238,62.96184729,64.4791961,64.52272903
French Polynesia,PYF,81.52075621,75.94252805,73.63791332,72.5305912,56.1191877,66.66071093,50.52425541,51.17259674,52.61948017,51.35626557,51.13990857,56.59523408,55.05580106,54.52555679,51.21867781,52.00727581,46.80899749,50.36943783,47.76765433,47.01913192,44.21377183,41.94729882,38.35088058,42.46393818,47.45966704,45.54771457,49.52785609,48.68609023,52.32582502,55.41766844,59.46469592,59.77902155,63.64892791,60.33964509,55.28575157,58.87573964,56.61325748,57.45546809,58.03964777,51.67507771,54.04388211,56.23198542,57.88068198,56.06196756,56.23245789,55.63046864,53.61649494,55.96070596,57.38004685,55.65241592
Gabon,GAB,72.58380387,98.19379819,120.3415951,96.44544489,83.38511962,80.60519938,75.87324494,85.12440655,89.89415854,78.38657307,79.60390878,86.03649006,83.7319483,86.70786124,82.12249278,82.75765907,79.9741188,67.52277743,66.76912389,74.93991534,73.98769343,70.58555961,69.95468962,73.04905005,87.75458825,84.33221168,84.38439587,91.65476977,83.20762505,86.24770836,89.09861936,81.9837033,80.9782196,79.54656136,80.843391,83.94959984,88.64940926,85.13247916,88.16848006,83.50008777,89.16121775,90.50293652,92.34243997,90.63575168,73.52113303,73.94955019,70.13332371,75.07065487,72.83908764,73.24150059
Gambia,GMB,77.72024631,82.22221151,83.69547368,80.14834674,79.06209459,79.12940431,80.74940662,78.77539765,81.14543304,90.0371654,88.14346975,81.43235568,97.74165062,102.2858006,91.50574223,101.8662395,105.7062843,106.0490291,104.3874833,100.5275113,103.2676732,106.2921463,100.1175713,129.7306186,111.5004027,107.3312215,109.8927157,100.2009521,108.4816146,97.72242427,105.0516498,83.39,69.64,37.85,43.94714944,44.37337631,49.06826811,48.47516888,39.41945257,35.53053436,33.60144485,42.60603563,47.13112251,45.4619194,58.25793073,52.93750515,46.02140374,53.31905527,49.30800667,51.87928017
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,85.67991981,58.87391622,148.6821649,53.10087354,68.38123736,40.16076709,43.2054545,54.60842349,50.6431636,54.02702177,59.22815523,59.85515863,67.69300783,73.95986411,75.36020845,80.63196793,84.95742739,84.2763448,82.26708776,74.35934077,82.89888927,87.54658975,91.94196168,95.60190073,96.7747343,98.76876344,96.82547045,104.0397687,111.7557135,116.8682147
Germany,DEU,31.71070871,30.84376047,30.73271371,31.70321688,36.95292096,35.9068478,38.37014055,38.10396052,37.18059282,39.22457336,41.85407079,44.18312265,44.38786378,43.57557266,46.24265591,47.91535017,42.94463146,41.68947006,42.52652389,45.21591807,45.86358758,47.81737924,44.89083816,40.57673526,42.05788309,43.58163421,45.00562096,49.64265864,51.58497235,53.36584963,61.526061,62.06283889,60.93488981,61.84931971,66.22619911,70.91871294,77.44972915,79.8744174,81.52480473,71.2287129,79.86862424,85.20612127,86.51405488,85.0788767,84.62009339,86.24622461,84.76964597,87.41169866,88.59638721,87.98912744
Ghana,GHA,24.34287837,20.28227274,20.80973734,19.59406419,20.76942376,19.56521157,16.44386591,11.40973693,9.343992876,11.59494468,9.123336838,5.218161439,3.272920889,5.977897028,7.852809836,11.01977673,17.43520869,23.07848004,21.59021668,25.24059973,20.40081932,20.43304564,22.18402719,26.6238397,29.17940965,27.8633664,29.04139985,30.39019756,37.12401195,38.66282236,54.9183219,52.07631414,46.13756465,46.03949482,47.16418773,46.45197506,49.80369943,49.3743216,52.51702671,54.08876269,54.9517723,65.19534195,70.38761514,61.68721741,65.17054909,75.58639399,69.35767024,73.6482046,71.67815242,71.37819082
Greece,GRC,23.10993776,23.31920072,25.31765919,31.73035091,35.47690779,35.32299097,34.87868991,34.66158344,33.13659543,35.53221311,44.58582445,47.14033529,41.8515322,41.17554269,40.89848552,40.38797557,42.65204481,42.31835724,39.61323447,40.78385514,40.12830717,38.59278738,38.82259294,37.02589866,36.1631219,37.10788082,37.49623348,39.27422871,42.26828021,47.37759841,58.41567749,56.13996927,50.34899623,48.19009334,49.89844159,50.90086414,52.85023865,57.52437424,59.32971572,47.74384653,51.19728549,56.83396393,62.05862298,62.97029239,66.48376786,65.37355688,64.1137143,71.47853662,80.03357041,81.82179254
Greenland,GRL,147.8573008,138.7020289,136.9460356,137.4625097,176.644096,159.0267839,137.239055,138.213185,120.8688467,155.5496954,166.3008419,169.9773693,172.5212358,165.1657323,180.0427233,175.5852965,159.7534377,167.2948508,156.2738527,135.6992931,135.9625305,113.6689031,117.303215,109.7639751,99.38060212,102.8386387,108.0141301,99.40920119,88.90837693,93.56347195,92.08709604,84.11057332,91.05832265,87.29719728,88.15243573,99.70792655,89.69385624,94.96705396,107.3732213,85.75736574,110.4723682,130.5479424,100.9784011,95.91166816,87.08858379,83.10138101,85.83767292,84.8741702,85.84936014,85.52040108
Grenada,GRD,,111.2089103,107.2580349,110.84893,115.5197663,95.40540512,121.6216218,120.2411708,83.35270096,83.44849651,95.05187644,141.6336637,147.0235352,132.2890562,118.2680903,110.9130591,124.3251929,124.2009132,114.0605761,107.867172,102.3606023,116.2262057,122.4435824,76.79657022,87.06708473,88.7945238,109.1684534,109.4373716,118.6808267,127.4782517,104.9646754,91.71790492,82.30596815,83.07692308,86.26995215,78.37976032,80.82205578,85.13803119,79.84879873,71.07925761,73.06387925,75.98710027,75.28337531,75.78353715,106.2460461,100.7644926,98.65557223,105.2481393,110.8779287,109.2320853
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89345326,46.3727379,46.12382143,47.15884227,45.86557853
Guinea,GIN,38.51040157,38.51654186,38.47499658,38.46117568,38.46625178,38.63304193,38.54724333,38.26727018,38.39207117,38.4916323,39.46699266,38.11825033,36.86740447,39.01607609,38.98943793,38.02779844,39.39693553,41.81046472,39.54622487,40.78033822,43.71993058,34.82979666,35.31605208,36.08197745,33.30182738,31.68235747,27.64802572,30.58420233,36.62657649,37.90315175,31.39505306,43.29156574,46.55439458,40.68588188,42.01453822,55.4721216,69.38630336,71.12104004,64.18425022,69.81535397,73.5465664,85.95467218,86.67432483,80.42644413,76.7719636,72.44272521,112.1391963,101.2516338,90.62836092,79.61000305
Guinea-Bissau,GNB,30.79333527,34.65024384,36.01534658,42.13893239,39.87096929,28.03716673,29.90754849,37.73683933,39.43453071,43.94966372,49.10276226,42.24262927,44.24302662,34.46023505,58.2484819,60.76398772,33.387265,54.27550742,60.36673664,47.22563567,51.00001176,51.39996608,64.64990425,41.58630061,50.763779,46.8104329,42.3601715,39.66842327,27.73400723,32.1161311,42.28603516,42.354115,36.7232849,37.5179682,39.66290893,41.31838096,41.26061906,54.0869096,52.73594578,53.69815672,55.15023245,57.84437512,41.26337544,44.26329432,54.40153145,60.05323693,58.07418738,57.56374454,58.63016411,59.38638779
Guyana,GUY,56.46010172,56.32221947,57.81271679,60.02081344,67.02120861,74.2509938,77.81163494,70.43775903,62.79254866,64.49859326,74.31424344,75.27376759,62.70224225,56.0731579,59.76508541,57.74941792,54.24632529,92.42244571,63.3584799,80.4750153,82.62858499,101.6832843,136.1472952,122.1806712,101.1602057,101.5660546,103.4692529,101.9372351,98.30697538,94.51411391,91.44865468,93.02714859,124.1524551,121.1733377,129.724417,129.4836143,132.0822829,124.6772525,137.2154859,117.0992662,128.0940722,140.3139326,146.821715,131.2836044,117.3874716,104.1358142,102.969855,109.7469556,106.722506,109.5195332
Haiti,HTI,27.5636158,32.81412819,36.01414126,36.58417667,40.89357015,41.53315099,42.69326943,49.96522905,57.27532254,54.01213288,60.17870246,61.15776663,55.07385435,53.31648678,52.10901411,49.33831321,37.86797791,51.14291431,48.77835906,40.56313257,46.41485432,39.80817432,32.53863576,48.75662242,31.13321892,37.84757599,40.22199556,36.89612695,36.52053823,41.94738274,46.10982212,48.50291715,48.12821713,63.75273468,58.12005385,58.49559149,61.16201542,51.98814177,57.50912963,58.28413454,80.09076349,76.42387086,70.09296941,70.56560886,71.3420227,70.55162358,73.34191153,75.32718138,75.54939707,74.30851404
