Entity,Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Honduras,HND,79.96522412,74.32607257,71.10610855,80.96760987,94.12683097,87.11596931,89.53220298,92.15613266,95.70027657,98.96824621,101.6112504,86.65528865,68.56959354,69.32030635,72.07985151,68.6958385,68.75688437,61.04668689,69.11777672,81.7893485,96.62006406,90.27029734,85.63732899,97.85118996,111.9892267,114.883675,123.6777585,122.62797,125.6597416,120.8943209,120.3921674,115.9430201,117.9973834,122.248106,135.4621967,136.489768,133.1318351,135.0706349,135.7489552,96.90500602,109.4418382,122.2169026,121.1882158,116.3060492,112.9749766,107.2644054,99.81569682,102.298624,102.5583246,96.61336752
Hong Kong,HKG,178.6722064,174.5099509,160.8325831,164.5292424,168.4758679,161.2071225,168.2041295,160.1904918,170.1545779,177.9707341,178.0070882,182.5847746,169.1732354,186.3292234,199.9114477,197.8002934,200.3073083,215.1272893,231.3403823,225.1955986,226.0002403,231.865134,240.1328163,233.9691303,237.4279971,256.8982651,244.8537644,233.4402946,221.1332845,220.2723131,247.6540204,240.8489776,255.9964574,292.4546559,326.8410546,342.6892095,359.2086612,362.1494636,376.6568062,348.3975543,404.7705609,421.8547066,430.5685304,442.6200191,425.9758717,389.4059493,371.7511137,376.8278293,376.9284002,353.2255357
Hungary,HUN,47.81508246,50.58261114,51.27829649,55.00665708,66.93770223,68.54778473,61.94709565,66.16944087,65.63958101,65.5238883,61.00160272,60.83290213,57.08034827,59.72964644,60.08374145,62.58508702,61.28055989,57.89675946,55.1456582,53.81038898,46.38165198,58.36128392,55.44135518,53.56101341,56.46018006,78.38470531,83.29220667,94.84871912,107.4299006,114.0257748,137.4066012,131.0450687,118.3201092,116.6061743,123.2677026,127.5930883,148.8675024,155.346865,158.1952772,144.7680732,157.267724,166.2878422,165.4546674,164.1740528,168.2428365,167.2399535,164.3144072,165.1951792,163.3820219,161.2577302
Iceland,ISL,86.93851964,80.10980044,70.76076104,72.0910772,71.47007106,73.83650941,67.68285937,65.63538383,69.03938213,73.6241229,69.92941871,69.66834769,68.06685181,76.07469913,79.14159636,72.23513755,68.57658843,63.46745997,63.85071926,65.01312596,62.90343635,59.78952735,61.46578098,65.40256855,66.44834163,70.98946261,70.50288404,71.96795521,69.51235902,71.31563995,74.98420479,69.54541707,68.28668628,70.0873778,72.59551714,78.63116592,75.11992494,83.41876347,88.47450619,94.09103811,101.8190721,104.2675028,99.30630418,96.99386527,96.47575054,96.47575054,89.0310171,88.06944711,92.01678843,85.91667601
India,IND,7.661769338,7.669606558,7.736399597,8.932096019,10.85189025,12.29397821,12.80120307,12.64810114,12.90301184,14.91880453,15.38457685,14.50726476,14.12592775,13.69059389,14.00937594,12.90003619,12.2192719,12.58481404,13.49045012,15.16813209,15.50626151,16.98772655,18.43309904,19.65153979,20.07814438,22.86744871,21.92948787,22.61938687,23.69947008,24.81559804,26.90092291,25.99325475,29.50866294,30.59243613,37.50381316,42.00166569,45.72448032,45.68627107,53.36822416,46.27286631,49.25520717,55.62388001,55.79372173,53.84413195,48.92218575,41.92291581,40.08248228,40.72281087,43.40497143,38.29845446
Indonesia,IDN,27.02658392,28.67077391,30.92987998,36.49415521,46.10482236,41.42218069,42.3627944,40.04127285,39.19396774,49.37357953,48.50119211,47.88515727,44.44999309,46.63534832,43.79939778,39.15352324,36.62608363,42.5239564,41.21089981,41.97487771,45.02884436,45.7984817,48.53788213,46.40604116,47.5980751,49.44045968,47.90669715,51.33495968,88.45619035,58.90777044,70.29956198,68.67156243,58.12630142,52.75998215,58.78824969,62.94158887,55.73977214,53.93522973,57.58943945,44.76714561,46.70127388,50.18001318,49.5828983,48.63737268,48.08017559,41.93764024,37.4213418,39.35549707,43.00194409,37.30339786
Iran,IRN,39.66701455,44.42802951,44.45344987,54.09788692,71.40468811,76.11562343,65.43508113,59.88807836,45.69456564,42.80582678,42.48267387,40.31310614,38.06351688,38.73011352,27.93413761,23.17239114,14.1448539,17.88485314,21.58397884,27.93502571,37.0805677,44.19417165,40.39792725,46.04086432,41.6091364,35.14424492,34.58026382,31.81406118,28.5054996,33.64464233,40.50940222,39.95776389,47.57817637,50.15287669,51.31390223,54.440495,53.16736003,49.88730807,48.22940203,43.69958053,43.77064252,43.19129268,47.373057,50.33139678,44.6044205,39.01730104,43.21446226,48.78063631,42.79718211,19.59223679
Iraq,IRQ,88.44523964,95.350846,90.33829135,99.98335847,114.443506,123.488338,116.6110011,120.9178354,111.5441228,114.0600765,115.2395928,161.8434067,169.2189285,336.7930157,273.8552412,275.0868687,354.1125963,250.7857797,235.2659611,221.0122284,187.6977748,80.05825764,38.94160766,45.50272337,38.92233461,40.85941833,112.3239133,163.4629214,164.4433531,162.95269,155.5093099,153.5649284,143.9758976,221.9187414,168.1803452,159.4218929,106.5072254,87.86903871,98.01776178,92.88124792,86.91151598,81.83953939,86.31100568,76.36470681,79.12117024,73.92265341,57.62518664,63.824805,75.13130108,71.60871798
Ireland,IRL,74.41439892,72.19255357,67.61860472,75.22388552,90.66249675,83.03369769,91.22417254,97.98452719,99.69659078,105.2826792,102.2871108,100.9587926,93.95495588,97.72118627,108.2885228,107.7445131,97.1102949,100.7284564,105.2019696,105.013013,106.4235799,109.5283308,116.5844577,126.4691332,136.0818536,138.8760335,142.330617,157.9084047,160.0809247,175.1079656,174.9543029,163.7701325,146.5750177,146.6537072,148.2416321,150.0235082,153.3500692,159.7523882,173.3194747,189.4878631,188.6189861,191.549857,188.5687812,201.6488451,215.1203504,215.1203504,226.7710109,217.6136672,216.2194284,239.8367454
Israel,ISR,61.95448663,62.71284838,59.54201834,68.81942614,65.09971363,70.78416655,71.62094265,74.96625776,91.48481308,84.28139366,85.10344862,84.41624916,73.69978665,67.63104029,74.78584276,80.53432917,70.57403792,73.46490159,64.12416346,66.94805861,64.81258558,59.28863711,58.43207985,63.86194379,63.62188106,62.71453961,61.26490396,60.4764217,59.77781328,67.82765868,71.23209497,64.99340196,68.68533634,70.01918706,78.16193827,81.65993664,81.42291291,81.84359603,77.57704074,63.88302168,67.57130005,70.85006997,71.96493556,65.55369466,62.76351615,59.38562413,57.80746288,56.20583677,58.46463141,56.05102369
Italy,ITA,30.09884636,30.39609073,31.82280649,34.0646665,40.80289537,37.40044723,41.19215154,41.80955706,41.26818756,43.71041888,42.97265631,45.28203798,43.50828914,40.1896941,42.43566744,42.63715497,36.16334702,35.56260855,35.11110151,37.0527693,36.72367755,34.28065585,35.2295838,37.94944255,40.59351895,45.68455417,42.87869833,44.58850598,45.09273823,44.6207908,50.40558983,50.03480463,48.0579243,46.14884478,47.43033039,49.30101076,53.16817918,55.06145563,54.4928758,45.41876179,52.00618837,55.14552246,55.65472084,54.8675794,55.32211515,56.41817616,55.36760281,58.60417595,60.34838059,59.9562955
Jamaica,JAM,51.29195564,54.07762841,53.30943102,52.08064128,58.44250981,57.91357011,47.90493704,46.76464244,60.65315114,71.1589959,75.44693642,75.45819665,62.93066301,62.22522269,81.42525515,91.33546511,75.36233883,73.46437026,71.54521239,74.79084161,78.25368595,79.88394636,94.95807154,82.84213318,111.4066839,107.6518075,97.72424196,88.98483183,84.47498537,84.23174689,89.51308097,84.82779723,81.84673098,88.15050258,89.31816675,90.48794401,100.7455788,101.2445142,113.577316,86.88512019,80.92044576,83.82175285,82.04005545,83.25957198,84.74094366,76.11752166,76.45515896,83.52317252,89.97790604,90.11060763
Japan,JPN,19.56614483,19.91811694,18.14516424,19.29813148,26.90435478,24.59797161,25.32626223,23.62908669,19.72730728,23.14407548,27.22776168,27.62883852,27.29321047,25.06011604,26.34058375,24.59599743,18.15109001,17.10636402,17.18538751,18.87221231,19.66274882,18.07394251,17.32980403,16.01387871,16.10447231,16.67948188,18.52450015,20.04073819,19.23202171,18.34895982,19.81965271,19.79812812,20.68561136,21.5831294,23.92235646,26.51549378,30.33178162,33.09388849,34.39902043,24.49089992,28.61300771,30.39300297,30.63612369,34.14752226,37.5457698,35.64102072,31.54180513,34.57343816,36.81650736,34.72829205
Jordan,JOR,43.38485105,45.9110087,59.94834558,69.45413433,89.78068547,104.9879351,114.4352296,117.9967981,108.4978832,121.8882285,116.8343815,139.6116007,132.5572415,116.3140763,116.3816089,110.5030182,82.82307736,91.90558317,109.796409,130.612918,151.3368204,139.2222147,129.6989093,128.7951756,116.7870358,121.9504647,128.2538309,118.2975078,106.8616539,102.3849159,107.917898,106.9107772,111.6387197,113.2709854,131.7075855,143.6309002,138.6533164,142.7793273,140.9105608,112.1519467,114.2237218,118.7000286,117.8527225,111.4491273,109.9384604,95.3575209,88.71981359,89.93197279,88.08149072,85.69539305
Kazakhstan,KAZ,37.9631267,40.12092451,36.63676033,37.44321205,49.61292801,42.78299389,42.69324679,44.23848228,44.88909077,39.01843138,45.62093643,40.5403298,35.61355525,33.45502895,35.67716772,34.2225555,34.11291189,31.71584755,32.55164775,35.67318588,38.20694335,37.11411913,35.79574408,52.52773697,47.77008899,47.44867045,46.11991922,44.08614202,40.60725787,40.75567861,44.91546508,47.62213875,45.84650623,45.78955324,51.49160339,55.21201366,55.23492691,53.89289127,57.57580138,50.86253094,54.22747123,60.44867118,55.22209952,51.28400036,51.30055893,44.1785941,37.70021009,37.39483597,36.14938815,33.40144373
Kenya,KEN,90.19685245,90.95717781,86.67467568,92.9586957,93.23817023,93.8211725,95.24437307,97.60435242,101.0152291,114.285714,118.1818157,152.3624655,125.5292221,113.7955295,145.0019899,147.0221691,144.1725971,129.0175313,132.1874614,143.2450518,158.8747575,93.37833365,86.29103498,75.46366061,86.1222797,83.52014399,84.2879638,82.10268704,76.16145583,64.88521714,105.4554946,114.4003277,132.1907514,113.650504,107.3063313,125.5331787,95.79825448,99.8449565,97.56847198,101.8675655,90.6022652,100.692902,104.5572729,105.8292169,115.6720942,122.3109426,128.9703077,119.8967332,96.28185659,93.90604751
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,79.75005842,79.94540275,79.94088183,79.36389074,80.53143567,79.9273191,77.63291743,84.03407055,78.1149693,70.74971243,103.2375301,60.35766548,48.65394167,51.03492566,56.53333431,59.23043446,65.91899409,68.51669221,69.95020555,69.02606679,75.44586916,81.6298978,77.1552255,71.59516068,73.72077994,72.32983452,74.61310852,79.18319402,82.00968404,85.19947071
Kosovo,OWID_KOS,,84.01559454,85.02170767,89.33697881,94.19837804,98.81951731,106.5423242,110.5839416,115.4491609,110.412758,106.7836257,111.4377821,105.924137,104.892179,106.8716094,104.7470817,96.41860465,94.19565635,90.50753508,93.7701246,102.6088589,267.39061,94.6961895,92.04812612,92.83197832,96.56782334,91.47311486,92.44053438,94.95383837,85.3653217,86.62057044,86.85046729,81.22519413,86.55638887,89.30121032,92.24346204,89.71157109,91.73137718,92.68298839,88.81164743,97.02832613,99.11554385,101.0118632,97.6060949,100.036729,98.6975314,96.15767253,97.84004663,100.4858352,101.4547656
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,78.73831776,72.0,83.19169027,74.70633275,73.83020501,71.82426866,87.29577381,84.4771343,94.50929453,99.19949122,89.43065796,73.747112,82.92083904,83.93258266,93.81573216,95.08400463,120.7499818,137.0583878,146.1060822,133.2328505,136.1798404,139.6758473,134.0267856,125.1261811,110.9615707,105.823574,100.6174458,98.8755599,103.0849986,
Kyrgyzstan,KGZ,14.69972941,14.66928442,14.65350973,14.79033191,14.72744046,14.65808213,14.51705764,14.57463753,15.47444215,14.41298369,14.3112893,13.81193541,14.86253706,19.97346532,9.10569132,13.80281748,11.31516581,20.11554537,45.52810663,44.126832,35.84720848,44.13075861,52.62881201,64.80927,60.55446614,63.75717361,65.15697077,84.26954051,80.05845617,74.31033746,66.29808147,62.45857153,50.96450213,54.22124125,64.77944218,78.48144968,73.1972399,77.73872829,74.0853472,82.56964177,91.77764242,98.18507873,98.17911927,99.06001058,85.7983217,85.7983217,75.09189092,75.82651595,78.90557619,76.60799435
Laos,LAO,,,,,,,,,,,,,,,,,,,,,82.91826775,51.69778851,130.8732738,111.0523659,77.76811234,73.90986806,89.93111127,88.5262974,90.64345296,79.95400321,81.63470601,86.4819723,83.30971873,84.77334392,93.35437501,100.496668,100.3778993,95.72577155,91.42647385,86.71986118,108.9979341,121.5085021,124.2040793,125.273701,122.283608,122.283608,118.8933974,123.8998448,123.6232299,121.0945011
Latvia,LVA,62.59761611,66.69753657,70.79340141,74.16584541,54.37487781,54.10009951,65.18663089,69.54878048,76.37231504,102.3856502,110.9714286,106.0357143,156.996587,80.57847505,92.65228592,91.97455372,70.15265186,120.0929971,122.477619,113.3553782,113.3435407,96.51754305,66.02213225,65.92545978,66.71084276,69.14998381,67.74725007,61.90136536,54.71278298,50.80611072,50.63929259,56.1349184,51.90637776,54.45479315,90.97279703,92.76265627,91.06939703,97.96770797,106.6256732,90.39783886,95.09665294,102.1398824,88.50691109,86.12062814,79.75203386,71.82460416,67.64715366,68.30991802,68.1548308,63.61166881
Lebanon,LBN,55.83694282,72.99950558,82.51201956,79.90807709,96.20452788,120.2177754,158.9410777,126.2949174,108.3632588,146.8718504,146.764734,151.6512587,158.1788516,164.992779,168.1407285,157.4296218,150.6010029,153.3388448,167.0735178,166.230536,161.1196842,169.9943568,159.106955,163.4694678,154.7061363,162.2884863,164.1143402,158.9575169,178.548184,158.2328668,161.2715745,182.1771541,201.3305277,191.091936,178.3763931,162.4796085,165.5387462,163.0466626,159.2571808,156.6963065,147.8027221,147.3445218,147.3256755,130.3718638,123.3242365,129.0346472,133.1059679,135.397993,142.6802275,134.2857819
Lesotho,LSO,101.1034821,102.1395347,102.9184551,137.6748672,145.7610411,127.2309711,144.5781225,138.8983291,135.5305675,128.0152586,133.9188305,104.4863891,90.46922164,86.83677229,84.14315078,75.14450861,75.64596995,72.96925197,66.80480022,66.73927617,62.05000002,31.54473687,61.88799991,64.72666659,64.72666645,64.7272736,79.87401843,79.87451646,79.87243912,79.87155694,70.31277473,65.39119001,73.13581952,71.92153843,290.4992626,270.3636364,277.1390574,74.49947313,87.46594005,62.94372294,68.80804954,89.07672302,89.15801615,88.01652893,78.86020458,85.35031847,84.07689518,82.73615635,82.44543367,88.0957943
Liberia,LBR,112.5146955,101.938284,101.0403986,107.6112243,118.2144891,114.7661871,108.7002631,109.3871824,106.3231829,113.8043482,114.0124645,119.5656705,102.6852691,93.21825745,94.02036472,74.89333252,61.06288999,59.27554773,55.46311295,61.11980894,70.79780086,64.59191627,56.06330573,59.79425633,53.15240294,51.59701479,52.54183018,48.63309963,40.2494251,41.07453566,50.57549858,51.78531671,94.47151313,103.1998071,101.154023,99.62022846,106.5664237,102.172536,105.8320881,126.60271,116.7599428,108.0340047,117.406859,170.7296007,235.5382074,108.3607766,87.09127281,112.109261,110.3823038,108.718405
Libya,LBY,84.28773001,79.97482916,77.98517549,78.94540788,83.99954776,75.31903943,80.25209172,88.81054307,85.04922455,89.2644202,96.49089834,97.5435668,89.45842517,88.40890358,93.11316565,94.28912982,88.29495311,82.15943267,84.58968376,89.68595467,83.7021447,79.24402917,79.83341284,78.4779723,76.95232657,76.01869388,78.47517216,88.12971129,87.74001701,89.11854165,97.13516101,95.13095728,90.65900509,89.12785693,93.94054867,100.4607251,104.6070034,111.5545593,115.1367451,107.7252997,117.8834941,123.0943416,124.0701828,130.8916368,116.2907549,113.1222545,119.7281664,119.2700372,119.8299248,119.7024747
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,86.16690092,38.54002448,32.97166462,132.1222731,89.24234866,84.9562179,93.20313178,100.025609,89.6582878,74.82149516,83.37858933,93.66569716,100.4906211,98.23490648,104.6040189,117.483577,124.3354433,116.3873879,126.8490876,105.3387783,129.8873829,148.4472191,155.8431607,155.8867909,142.7216428,138.5523173,134.4538584,144.8733554,148.6393516,149.693088
Lithuania,LTU,156.6724756,163.7911337,151.6479095,157.8979139,175.4505815,171.4507603,161.839062,161.0193348,157.5977708,168.756184,168.5252042,166.9395005,170.2877955,170.9746982,190.1857355,201.1325434,183.5745029,182.4677303,183.9298935,185.9914683,182.8689495,183.6907271,177.7691429,176.6679496,180.9506032,184.615135,190.4321811,210.5822636,232.8900888,239.2169278,271.9509664,271.3444488,258.8431483,254.1010524,281.2083939,297.7729742,320.5982618,332.5048493,343.5618283,295.9728062,316.1614002,323.4496073,341.8620222,349.2419391,392.8041835,408.3620118,390.6625016,400.0794713,387.1033397,381.5166164
Luxembourg,LUX,213.8558826,213.8574429,213.8635339,213.8466709,213.8621238,213.8818072,213.7960817,213.9084826,213.9408573,213.5389052,214.2456853,214.0379813,212.3330492,216.3660256,213.414869,200.092687,207.03125,203.788025,197.4186123,192.5824558,177.0582543,169.8832659,148.1888063,135.5316586,131.3565099,126.2633873,123.2777004,124.2279872,125.8829653,133.3995219,148.9432311,151.1038415,153.4032571,151.7357836,149.7138483,137.1366339,129.521371,131.3790015,127.2705055,114.148495,120.4442549,123.3438764,124.1674374,121.040875,116.5629878,116.6495957,110.5620102,113.2748056,116.0014483,116.9395173
Macao,MAC,40.7941809,42.56918933,38.03009885,34.03441002,35.29156273,36.2544694,32.64852143,37.85352586,38.62324676,40.96364341,37.17623217,29.65270099,28.51426151,24.83963029,30.69210695,31.11831945,22.1150379,31.03091676,31.18634694,32.98690788,34.89913681,35.7569296,33.45052128,32.4343167,42.31327782,45.81889165,38.21579002,42.58399024,41.80848173,47.37779063,57.36891105,53.45069717,33.28495354,46.20477996,71.64894904,59.90814501,61.09368869,66.70273536,74.35735396,62.4116976,57.87489451,56.4830926,52.65171408,56.36758179,61.96943221,61.22037884,60.83469848,65.34340151,67.84150467,62.60132305
Madagascar,MDG,34.71415867,32.17897007,33.07066897,39.90004263,40.98376111,45.96011482,42.37960881,39.47753162,39.43613652,40.80012376,38.98665899,34.90856368,31.66432522,30.11364153,33.78456429,33.1614089,29.47674124,31.32724305,35.07741072,30.73218449,37.64789228,38.76139748,39.21246331,28.69109927,44.3248797,42.97845014,26.09433555,34.1556553,42.5139408,43.67424048,36.95090509,39.12063506,40.34603898,49.87698227,50.28444332,56.16644177,53.49991602,54.28344809,63.50355192,61.63967375,55.30476924,55.76063188,69.02856313,82.86726781,78.50610885,63.35524427,67.16168802,59.02546632,55.94899894,50.69502934
Malawi,MWI,86.87970243,79.49054419,73.37552743,77.33269241,96.38638551,90.64571019,93.19565604,92.77674706,92.54605923,103.1535413,112.5872289,110.8621318,110.4586335,108.0162966,106.6297926,104.6831031,106.4977512,111.9195906,122.6242286,136.6890614,146.8882525,159.3114473,150.611221,157.9404625,179.9049427,192.1132003,181.7669825,185.6651112,209.4922028,217.5709194,220.406789,203.364636,199.3562327,194.1951291,210.3742659,203.8546446,202.5771468,192.4655064,176.6683248,162.5589705,157.9447649,154.9376846,147.8417548,142.7209915,138.3121978,131.3700724,126.89901,133.1551909,130.4303911,123.0001066
Malaysia,MYS,126.8349257,126.8350033,126.8349779,126.8347796,126.8345612,126.8353075,126.8353886,126.8348533,126.8337882,126.8334679,126.8390398,126.8357934,126.8321782,126.8284606,126.831868,126.866898,126.819563,126.8141014,126.8098723,126.8489054,127.0420481,126.5828877,126.7867937,126.7887267,127.0440707,128.0077618,124.2870854,127.8063241,126.7983915,128.3207909,121.4763945,118.229867,118.8822425,123.5673517,138.1637007,140.1772551,144.8125725,161.084785,169.8712229,130.3707702,133.2491727,163.9915977,179.1187292,167.1959645,165.98143,149.5225426,149.0534918,151.5617951,153.8327654,146.9915196
Maldives,MDV,37.47594659,40.83832335,45.88377724,54.54545454,87.20271014,61.56831844,50.03265839,49.15806627,49.45567652,49.03308982,52.49084249,36.26901328,37.30702483,45.05425205,49.59798789,45.29244008,36.88032926,33.08179512,40.06865656,37.55326752,39.83393966,40.77130579,45.3937845,41.11026024,47.43849325,56.50077792,47.75616447,53.25953094,46.9474275,50.0264356,55.42257543,60.20080302,57.82929137,58.6281417,55.31161766,54.12532578,60.97667384,56.64974624,63.78795686,50.56843297,57.98529724,53.91355778,59.12059455,57.97068251,60.45936203,63.63963109,63.68753013,58.06844833,60.1447828,57.44318134
Mali,MLI,162.3440968,160.983051,160.4451995,188.6706262,247.6311981,226.066724,228.8077622,236.4059914,217.9299799,232.0713888,236.7788088,216.4906977,194.9810101,188.384177,196.0663405,202.7768459,195.2476093,209.2843808,212.4700297,218.4987921,232.3751233,233.5564144,241.1343183,252.9763391,256.9135235,253.9809912,237.5711872,226.1111602,223.3078527,227.0150902,245.8604269,218.6633512,218.8515325,214.5747967,208.2598302,211.1879285,250.2849929,258.5097699,297.2016904,296.9748803,307.4217744,318.3931574,325.7220154,307.4416781,284.7575708,297.9526956,289.3863853,277.2640151,267.4081659,261.0470502
Malta,MLT,146.4082645,146.3139422,146.5264153,146.3844185,146.0310153,147.1638153,145.958445,144.9707792,150.5622104,142.3423432,142.007784,167.3365081,117.6827374,120.8231904,169.5356425,146.3721972,123.9724295,113.6710193,131.3395002,138.840989,138.6858465,118.5398458,117.4760641,117.4760625,117.4760617,117.4760628,117.5374478,117.6723491,117.2183904,117.7216049,118.0770506,115.8565162,119.2312478,119.1433866,109.1949132,129.3554426,118.8798059,120.3733043,128.2799377,133.0623098,151.1917186,153.2617589,156.7649199,163.4619784,153.1925358,142.709615,123.4757791,138.0923592,127.6336724,134.2326452
Marshall Islands,MHL,40.2739365,40.15153867,70.16556969,53.96554747,64.8147848,54.12520694,58.9337511,52.802678,49.19506211,44.92313504,45.37520273,46.62910343,58.29308164,59.70699891,60.62744056,73.45281611,70.90114079,60.70925461,58.6559003,55.87109863,55.05709523,52.06210761,53.0083489,55.95773702,50.21451867,50.56409154,53.60768305,48.81938055,51.39101248,49.01693808,58.94037463,60.70121261,56.7855296,55.31802427,75.21880481,88.23509951,82.78850121,86.06405566,94.12021098,82.00861756,93.42074518,98.48532961,110.7881228,102.3988242,91.61037136,77.34678649,73.15326167,78.91019065,80.75923519,94.2184136
Mauritania,MRT,93.18414013,88.70048268,97.35839691,104.3588023,119.009454,125.0774381,103.0340226,102.8645016,93.86328919,92.2572487,106.9906487,94.86460846,92.31130607,89.01004248,95.69711207,103.5510016,108.7039687,124.100724,131.7883593,133.0331444,135.6828474,127.3547552,117.0883336,117.7992896,117.294829,115.162053,123.0395971,122.9764957,127.2155442,126.3937512,118.2915532,125.5107496,115.8825456,106.4977565,104.9023044,119.1940363,127.0628618,120.8764513,115.4893159,104.429729,113.4570736,117.5389464,119.5001198,109.9697366,113.2927955,107.6368711,97.98557842,97.36549133,95.11128289,92.8089776
Mauritius,MUS,16.74803824,15.69584401,16.18915083,17.14584066,18.28032505,15.95710936,17.62452041,19.60517162,20.57618952,22.66436226,24.96399017,24.61190401,26.93678383,29.79908702,28.25344232,27.04288548,32.35142358,34.5424989,33.72128454,33.36556255,33.58334831,31.24497852,31.1344032,27.82791118,30.70997185,46.32101929,50.41920008,48.77736168,50.99612163,50.61797144,52.43268175,47.16607302,46.69791471,50.20568946,53.48614524,53.93813211,56.09272466,56.79527938,57.77703093,55.96776976,60.76031848,63.46967788,65.76724582,63.76487662,64.96357919,71.16631448,76.10027632,77.1941405,80.44832164,78.45633155
Mexico,MEX,97.65049062,97.64991046,97.64924817,97.64980868,97.65228279,97.65120484,97.64700757,97.64595393,97.65259344,97.66465571,97.6458057,97.62602466,97.64069376,97.6857926,97.72496325,97.55155412,97.52711933,97.71404267,97.91128405,97.92081246,96.68451172,97.40494542,98.64866261,98.89748838,97.96845484,90.50300661,101.0071134,104.8672475,100.1416199,93.32328729,89.30652581,94.74869316,88.79470876,93.06473439,92.3822409,91.49138779,94.47619113,97.99268808,107.5743541,107.3607207,104.3749411,105.9150659,110.2950199,111.5727932,99.21102412,103.3263823,98.30785435,100.2817537,100.6386633,99.74275724
Micronesia (country),FSM,,,,,,,,,,,,,,,,,,,,,70.12549963,49.00585335,69.0958129,67.34702632,86.47142779,94.6126916,95.81484254,94.65010297,86.87426005,87.02176739,93.78162076,92.4840913,96.4353145,104.2069915,98.69516527,106.5975485,102.4346666,106.6775903,100.5921841,82.40059453,87.9378518,98.61759651,96.30641004,95.68729683,93.15926761,89.33067834,87.63716024,85.6371917,85.86622533,85.76873
Moldova,MDA,31.41895651,32.00895923,32.4704287,34.4059723,42.35576762,36.69173652,39.59987083,40.63596972,39.43834892,41.03362545,43.50266726,45.41094343,45.25238533,45.13982837,47.54182995,47.01638795,40.88799842,40.29273942,41.39221692,44.00178109,42.73605517,42.98368149,41.99161262,39.90512372,41.82623975,43.64612856,44.32923997,48.03349688,49.50676678,49.7609206,55.86124572,54.95936808,53.07202478,50.79783353,51.92500788,53.98070676,56.10342446,56.42075659,57.39708288,50.46245086,54.8677911,58.7905764,59.70205917,59.76405507,60.47879651,61.75169393,61.10014238,62.96184729,64.4791961,64.52272904
Monaco,MCO,46.47598871,46.45602439,46.47221546,46.49972628,46.39613142,46.5207887,46.58225873,46.08534681,46.89476055,46.76666887,44.59461101,49.32300174,46.38239383,49.76348137,51.82428981,51.66529726,60.36708398,58.44520387,53.5659052,46.40530157,43.57072855,99.03645026,46.96334304,107.6783492,81.05526604,70.80669437,65.45929813,82.0322675,91.38297636,96.44926544,107.7834628,102.472165,104.9027562,106.4325172,115.9885909,107.9681601,99.34037945,103.8303456,107.1564726,95.19916656,103.3500434,126.9988917,109.5886963,100.3124511,109.3219538,90.28699288,95.61140755,117.2232923,122.4992856,125.758871
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,85.51906846,85.46747228,85.49786552,85.59186766,85.31268381,85.58904521,85.87387363,84.47513252,86.41812974,86.72835869,80.27890888,92.24712168,87.65904571,71.14609169,91.38717613,95.56721752,117.9947816,128.7461586,132.3402717,99.42499481,99.78240696,106.6589071,111.7648908,102.7687732,100.1272449,102.6898345,103.3837439,105.554651,109.6094873,108.5119853
Montenegro,MNE,107.21216,107.3158961,105.655359,108.6652084,107.6271242,100.6737374,117.6947585,104.5128806,116.4387238,114.3618791,100.5890161,101.7529337,97.8685318,98.31179609,85.15567212,90.31133431,82.83554565,91.82010496,86.39315632,92.87195261,97.80775478,101.1530358,94.31574532,91.10353591,101.7930431,124.0645405,200.7265538,143.3964214,138.1064045,166.684272,164.0972795,151.9583591,137.0432357,140.0053807,159.265793,140.3758715,117.0876992,116.3230358,130.4277695,98.80915269,98.8991193,97.50566893,104.2501022,143.2476185,117.9545169,108.7974416,123.3331923,116.6950503,116.2752276,118.7678231
Montserrat,MSR,39.45941432,38.35603902,38.4567822,43.7385876,57.20367498,57.35925301,55.97510478,55.4831789,47.33851607,47.64129776,45.67392519,55.51515393,53.02548773,51.76654541,59.22556647,59.4392825,49.87755831,50.66145508,50.96599243,50.36386465,55.87723429,50.44483861,52.38228423,52.10267204,49.84716512,53.88140256,48.77302887,51.34682294,51.11919174,54.46905962,59.70725093,59.70993499,60.73717348,58.54834353,62.00185833,68.36354121,71.91526753,78.48717434,85.6728209,67.91510295,75.24763454,83.42680017,85.12491729,80.02055856,81.77227419,77.19803634,80.86059519,83.99917219,87.97578268,87.14160376
Morocco,MAR,21.19898102,21.19748433,21.19276739,21.20669215,21.19299431,21.1786156,21.24846854,21.15189907,21.13547882,21.45802641,20.8621922,21.08621734,22.42567061,19.07468752,21.75829421,26.44403093,9.021736565,29.8091149,40.50124173,40.22832351,40.00480476,47.37486381,56.74272372,52.85989964,56.72129646,61.64794492,48.54035331,41.46529483,37.74057042,43.70212451,46.10321469,48.57496538,70.67145281,67.45262604,68.64674934,68.60272285,64.09237247,63.03714849,62.33312994,64.80519237,70.64070033,80.23035143,101.8716396,103.1505038,111.4651721,93.90871178,105.6384694,99.71881106,127.2041569,116.5471512
